#Index #RatioCaptured #FreqIns #FreqCap #driftIns #driftCap #snrIns #snrCap #widthIns #DistanceNoiseCenter #DriftNoise #SNRNoise
0 0.0 1926.2681035324931 0.0 0 0.0 0.0 0.0 40 -1926.2681035324931 0 0.0
1 0.0 1925.9820012375712 0.0 0 0.0 0.04880429477794046 0.0 40 -1925.9820012375712 0 0.02440214738897023
2 0.0 1925.6958989426494 0.0 0 0.0 0.09760858955588092 0.0 40 -1925.6958989426494 0 0.04880429477794046
3 0.0 1925.4097966477275 0.0 0 0.0 0.14641288433382138 0.0 40 -1925.4097966477275 0 0.07320644216691069
4 0.0 1925.1236943528056 0.0 0 0.0 0.19521717911176184 0.0 40 -1925.1236943528056 0 0.09760858955588092
5 0.0 1924.8375920578837 0.0 0 0.0 0.2440214738897023 0.0 40 -1924.8375920578837 0 0.12201073694485115
6 0.0 1924.5514897629619 0.0 0 0.0 0.29282576866764276 0.0 40 -1924.5514897629619 0 0.14641288433382138
7 0.0 1924.26538746804 0.0 0 0.0 0.3416300634455832 0.0 40 -1924.26538746804 0 0.1708150317227916
8 0.0 1923.9792851731181 0.0 0 0.0 0.3904343582235237 0.0 40 -1923.9792851731181 0 0.19521717911176184
9 0.0 1923.6931828781962 0.0 0 0.0 0.43923865300146414 0.0 40 -1923.6931828781962 0 0.21961932650073207
10 0.0 1923.4070805832744 0.0 0 0.0 0.4880429477794046 0.0 40 -1923.4070805832744 0 0.2440214738897023
11 0.0 1923.1209782883525 0.0 0 0.0 0.5368472425573451 0.0 40 -1923.1209782883525 0 0.26842362127867253
12 0.0 1922.8348759934306 0.0 0 0.0 0.5856515373352855 0.0 40 -1922.8348759934306 0 0.29282576866764276
13 0.0 1922.5487736985087 0.0 0 0.0 0.634455832113226 0.0 40 -1922.5487736985087 0 0.317227916056613
14 0.0 1922.2626714035869 0.0 0 0.0 0.6832601268911664 0.0 40 -1922.2626714035869 0 0.3416300634455832
15 0.0 1921.976569108665 0.0 0 0.0 0.7320644216691069 0.0 40 -1921.976569108665 0 0.36603221083455345
16 0.0 1921.6904668137431 0.0 0 0.0 0.7808687164470474 0.0 40 -1921.6904668137431 0 0.3904343582235237
17 0.0 1921.4043645188212 0.0 0 0.0 0.8296730112249878 0.0 40 -1921.4043645188212 0 0.4148365056124939
18 0.0 1921.1182622238994 0.0 0 0.0 0.8784773060029283 0.0 40 -1921.1182622238994 0 0.43923865300146414
19 0.0 1920.8321599289775 0.0 0 0.0 0.9272816007808687 0.0 40 -1920.8321599289775 0 0.46364080039043437
20 0.0 1920.5460576340556 0.0 0 0.0 0.9760858955588092 0.0 40 -1920.5460576340556 0 0.4880429477794046
21 0.0 1920.2599553391337 0.0 0 0.0 1.0248901903367496 0.0 40 -1920.2599553391337 0 0.5124450951683748
22 0.0 1919.9738530442119 0.0 0 0.0 1.0736944851146901 0.0 40 -1919.9738530442119 0 0.5368472425573451
23 0.0 1919.68775074929 0.0 0 0.0 1.1224987798926307 0.0 40 -1919.68775074929 0 0.5612493899463153
24 0.0 1919.4016484543681 0.0 0 0.0 1.171303074670571 0.0 40 -1919.4016484543681 0 0.5856515373352855
25 0.0 1919.1155461594462 0.0 0 0.0 1.2201073694485114 0.0 40 -1919.1155461594462 0 0.6100536847242557
26 0.0 1918.8294438645244 0.0 0 0.0 1.268911664226452 0.0 40 -1918.8294438645244 0 0.634455832113226
27 0.0 1918.5433415696025 0.0 0 0.0 1.3177159590043925 0.0 40 -1918.5433415696025 0 0.6588579795021963
28 0.0 1918.2572392746806 0.0 0 0.0 1.3665202537823329 0.0 40 -1918.2572392746806 0 0.6832601268911664
29 0.0 1917.9711369797587 0.0 0 0.0 1.4153245485602732 0.0 40 -1917.9711369797587 0 0.7076622742801366
30 0.0 1917.6850346848369 0.0 0 0.0 1.4641288433382138 0.0 40 -1917.6850346848369 0 0.7320644216691069
31 0.0 1917.398932389915 0.0 0 0.0 1.5129331381161544 0.0 40 -1917.398932389915 0 0.7564665690580772
32 0.0 1917.1128300949931 0.0 0 0.0 1.5617374328940947 0.0 40 -1917.1128300949931 0 0.7808687164470474
33 0.0 1916.8267278000712 0.0 0 0.0 1.610541727672035 0.0 40 -1916.8267278000712 0 0.8052708638360175
34 0.0 1916.5406255051494 0.0 0 0.0 1.6593460224499756 0.0 40 -1916.5406255051494 0 0.8296730112249878
35 0.0 1916.2545232102275 0.0 0 0.0 1.7081503172279162 0.0 40 -1916.2545232102275 0 0.8540751586139581
36 0.0 1915.9684209153056 0.0 0 0.0 1.7569546120058566 0.0 40 -1915.9684209153056 0 0.8784773060029283
37 0.0 1915.6823186203837 0.0 0 0.0 1.805758906783797 0.0 40 -1915.6823186203837 0 0.9028794533918985
38 0.0 1915.3962163254619 0.0 0 0.0 1.8545632015617375 0.0 40 -1915.3962163254619 0 0.9272816007808687
39 0.0 1915.11011403054 0.0 0 0.0 1.903367496339678 0.0 40 -1915.11011403054 0 0.951683748169839
40 0.0 1914.8240117356181 0.0 0 0.0 1.9521717911176184 0.0 40 -1914.8240117356181 0 0.9760858955588092
41 0.0 1914.5379094406962 0.0 0 0.0 2.0009760858955588 0.0 40 -1914.5379094406962 0 1.0004880429477794
42 0.0 1914.2518071457744 0.0 0 0.0 2.049780380673499 0.0 40 -1914.2518071457744 0 1.0248901903367496
43 0.0 1913.9657048508525 0.0 0 0.0 2.09858467545144 0.0 40 -1913.9657048508525 0 1.04929233772572
44 0.0 1913.6796025559306 0.0 0 0.0 2.1473889702293802 0.0 40 -1913.6796025559306 0 1.0736944851146901
